posted,neighborhood,post title,number bedrooms,sqft,URL,price
2022-01-09 19:52, ( north shore ),For rent,3,,https://boston.craigslist.org/nos/apa/d/lynn-for-rent/7430816647.html,2500
2022-01-09 19:49, (Lynn north shore ),$1550/1 Bdrm - 900 sq. ft.- Ocean View Luxury One Bedroom (Lynn),1,900.0,https://boston.craigslist.org/nos/apa/d/lynn-bdrm-sq-ft-ocean-view-luxury-one/7430816004.html,1550
2022-01-09 19:41, (Brighton boston/cambridge/brookline ),"Modern 2-bedroom first floor apartment at Harriet Street, Brighton",2,1078.0,https://boston.craigslist.org/gbs/apa/d/brighton-modern-bedroom-first-floor/7430813687.html,2450
2022-01-09 18:37, (Brighton boston/cambridge/brookline ),Spacious apartment in Brighton/ $1150 (utilities included),2,,https://boston.craigslist.org/gbs/apa/d/brighton-spacious-apartment-in-brighton/7430793341.html,1050
2022-01-09 15:43," (Salem, MA north shore )",Sunny 2 bed 2 Full Bath + Office,3,1410.0,https://boston.craigslist.org/nos/apa/d/salem-sunny-bed-full-bath-office/7430725737.html,2650
2022-01-09 15:39, (Lowell/Dracut line northwest/merrimack ),Skyline Estates,2,900.0,https://boston.craigslist.org/nwb/apa/d/lowell-skyline-estates/7430723792.html,1500
2022-01-09 15:36," (Franklin, MA metro west )",$1525 2br - Apt. in Franklin-Fantastic Location!,2,,https://boston.craigslist.org/bmw/apa/d/franklin-br-apt-in-franklin-fantastic/7430722390.html,1525
2022-01-09 15:13," (Somerville, MA boston/cambridge/brookline )",Great 1-Bed Exposed Bricks Porter Square PET FRIENDLY!,1,,https://boston.craigslist.org/gbs/apa/d/somerville-great-bed-exposed-bricks/7430712168.html,2000
2022-01-09 14:31," (Cambridge, MA boston/cambridge/brookline )",Two FURNISHED 1 bedroom apartments in Cambridge,1,890.0,https://boston.craigslist.org/gbs/apa/d/cambridge-two-furnished-bedroom/7430650345.html,1050
2022-01-09 13:53, (SOMERVILLE boston/cambridge/brookline ),ROOM IN A 3 BED HOUSE/UNION/ SULLIVAN/ORANGE LINE..PETS OK,1,,https://boston.craigslist.org/gbs/apa/d/somerville-room-in-3-bed-house-union/7430674591.html,900
2022-01-09 13:45, (SOMERVILLE boston/cambridge/brookline ),ROOM IN A 3 BEDROOM HOUSE/INMAN/UNION SQ./PARKING/WHOLE FOODS,1,,https://boston.craigslist.org/gbs/apa/d/lynn-room-in-3-bedroom-house-inman/7430670756.html,1000
2022-01-09 13:44, (SOMERVILLE// CAMBRIDGE LINE boston/cambridge/brookline ),ROOM IN A  4 BED 2 BATH TOWNHOUSE..INMAN/UNION SQ/ PARKING !!,4,,https://boston.craigslist.org/gbs/apa/d/somerville-room-in-4-bed-bath/7430670420.html,1075
2022-01-09 13:34, (Malden Square boston/cambridge/brookline ),Short walk to shoppes and train !,1,,https://boston.craigslist.org/gbs/apa/d/malden-short-walk-to-shoppes-and-train/7430665990.html,1750
2022-01-09 13:24, (Danvers north shore ),1 Bedroom Danvers  (Maple St),1,,https://boston.craigslist.org/nos/apa/d/danvers-bedroom-danvers-maple-st/7430661168.html,1590
2022-01-09 13:16, (Randolph south shore ),Great one bedroom one bathroom apartment HEAT INCLUDED!,1,,https://boston.craigslist.org/sob/apa/d/randolph-great-one-bedroom-one-bathroom/7430657610.html,1650
2022-01-09 12:21," (Watertown, MA boston/cambridge/brookline )","No FEE, SUNNY & CHARMING APARTMENT NEAR T",2,950.0,https://boston.craigslist.org/gbs/apa/d/watertown-no-fee-sunny-charming/7430632910.html,2500
2022-01-09 11:32, (Lowell northwest/merrimack ),4 Bedroom Apartment in Lowell; 1 car Garage,4,1250.0,https://boston.craigslist.org/nwb/apa/d/lowell-bedroom-apartment-in-lowell-car/7430438014.html,2300
2022-01-09 11:26, (Billerica northwest/merrimack ),3 bedroom Duplex available soon,3,,https://boston.craigslist.org/nwb/apa/d/billerica-bedroom-duplex-available-soon/7430608730.html,1900
2022-01-09 11:20, (Jamaica Plain boston/cambridge/brookline ),"NO Fee! Rare find, newly renovated 2B1B at Jamaica Plain",2,726.0,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-no-fee-rare-find-newly/7430606351.html,2250
2022-01-09 10:25, ( boston/cambridge/brookline ),Beautiful 1 BR Apartment for Rent,1,,https://boston.craigslist.org/gbs/apa/d/mattapan-beautiful-br-apartment-for-rent/7430584467.html,1800
2022-01-09 10:17, (Somerville - Union Square boston/cambridge/brookline ),"Half Fee! Sunny 1 BR + Stdy, Top Floor w/ Views of Boston.",2,,https://boston.craigslist.org/gbs/apa/d/somerville-half-fee-sunny-br-stdy-top/7430581986.html,2600
2022-01-09 09:28, (Somerville boston/cambridge/brookline ),"Furnished 2BR; Parking - near Harvard, Union, Porter Sqs",2,,https://boston.craigslist.org/gbs/apa/d/somerville-furnished-2br-parking-near/7430566230.html,2800
2022-01-09 08:57, (Framingham metro west ),Framingham Beautiful 2bed/1bath in Great Location,2,850.0,https://boston.craigslist.org/bmw/apa/d/framingham-framingham-beautiful-2bed/7430558169.html,1750
2022-01-09 08:16, ( south shore ),Cohasset 1 bedroom apartment,1,,https://boston.craigslist.org/sob/apa/d/tyro-cohasset-bedroom-apartment/7430549991.html,2000
2022-01-09 08:11, (cambridge port boston/cambridge/brookline ),"Pet friendly, 3 Bedroom 1 Bathroom Apartment With Great Amenities $2,6",3,940.0,https://boston.craigslist.org/gbs/apa/d/cambridge-pet-friendly-bedroom-bathroom/7430549072.html,2650
2022-01-09 07:46, (Melrose north shore ),Heat and Hot Water Included - Large 1 Bedroom Apt,1,629.0,https://boston.craigslist.org/nos/apa/d/melrose-heat-and-hot-water-included/7430545079.html,1650
2022-01-09 07:31, (Malden north shore ),Huge 2 bedroom apartment. Beautiful Building on Maple St,2,798.0,https://boston.craigslist.org/nos/apa/d/malden-huge-bedroom-apartment-beautiful/7430543160.html,2000
2022-01-09 07:02, (Beverly north shore ),Renovated 2BR apt for rent,2,850.0,https://boston.craigslist.org/nos/apa/d/beverly-renovated-2br-apt-for-rent/7430539988.html,2500
2022-01-09 07:01, (Georgetown north shore ),"2 bedroom, 1 bath apartment for rent",2,800.0,https://boston.craigslist.org/nos/apa/d/georgetown-bedroom-bath-apartment-for/7430539803.html,1950
2022-01-09 06:48, (Lawrence north shore ),Dream Big. Live Well. Welcome Home to Pacific Mill Lofts,2,,https://boston.craigslist.org/nos/apa/d/lawrence-dream-big-live-well-welcome/7430538588.html,1850
2022-01-09 06:46, (Lawrence north shore ),Live Inspired at Pacific Mill Lofts. Call Today For A Personal Tour,2,1374.0,https://boston.craigslist.org/nos/apa/d/lawrence-live-inspired-at-pacific-mill/7430538411.html,1850
2022-01-09 00:24, (Haverhill northwest/merrimack ),Beautiful 3BD w/ Shared Yard + Parking,3,,https://boston.craigslist.org/nwb/apa/d/haverhill-beautiful-3bd-shared-yard/7430509616.html,1800
2022-01-08 22:15, (Brookline boston/cambridge/brookline ),Beautiful 4 bedroom / 2 bed (Brookline Village / Coolidge Corner),4,1210.0,https://boston.craigslist.org/gbs/apa/d/brookline-village-beautiful-bedroom-bed/7430488315.html,4200
2022-01-08 21:52, (Wakefield north shore ),"AFFORDABLE, NEW 1 BEDROOM WITH EXTRA ROOM, MASS HOUSING GUIDELINES",1,720.0,https://boston.craigslist.org/nos/apa/d/wakefield-affordable-new-bedroom-with/7430483264.html,1545
2022-01-08 21:11, (Dedham boston/cambridge/brookline ),Beautiful 3 bedroom condo for rent!,3,810.0,https://boston.craigslist.org/gbs/apa/d/dedham-beautiful-bedroom-condo-for-rent/7430473876.html,2800
2022-01-08 20:53, (Cambridge boston/cambridge/brookline ),Regatta Towers: 2BD/2BA Condo Rental - 16th fl + Garage Parking!,2,1067.0,https://boston.craigslist.org/gbs/apa/d/cambridge-regatta-towers-2bd-2ba-condo/7430469639.html,3475
2022-01-08 20:22, (Riverside boston/cambridge/brookline ),Lovely BRIGHT 2 Bed Between Harvard and Central!,2,,https://boston.craigslist.org/gbs/apa/d/cambridge-lovely-bright-bed-between/7430461259.html,2795
2022-01-08 20:01, (Central Square boston/cambridge/brookline ),"650 sq ft, 1 BD 1 BATH, no broker fee",1,,https://boston.craigslist.org/gbs/apa/d/cambridge-650-sq-ft-bd-bath-no-broker/7430455078.html,3500
2022-01-08 19:18, (Attleboro south shore ),"Newly renovated 2 bedroom, central ac, granites, $1600",2,1000.0,https://boston.craigslist.org/sob/apa/d/attleboro-newly-renovated-bedroom/7430441514.html,1600
2022-01-08 18:41, (Jamaica Plain boston/cambridge/brookline ),Next To Longwood Medical Area Flexible Lease Heat Included On T,1,,https://boston.craigslist.org/gbs/apa/d/brookline-village-next-to-longwood/7430429029.html,1780
2022-01-08 18:30, (Brighton boston/cambridge/brookline ),➼Charming Modern Brighton 1 Bedroom! Pet-Friendly!,1,585.0,https://boston.craigslist.org/gbs/apa/d/brighton-charming-modern-brighton/7430425049.html,2355
2022-01-08 18:26, (Cambridge boston/cambridge/brookline ),➼Chic Modern Cambridge Studio Available March!,,392.0,https://boston.craigslist.org/gbs/apa/d/cambridge-chic-modern-cambridge-studio/7430423608.html,2260
2022-01-08 18:14, (Brighton boston/cambridge/brookline ),➼Chic Modern Brighton 1 Bedroom! Pet-Friendly!,1,535.0,https://boston.craigslist.org/gbs/apa/d/brighton-chic-modern-brighton-bedroom/7430418734.html,2650
2022-01-08 18:04, (Cambridge boston/cambridge/brookline ),➼Cozy Modern Cambridge 1 Bedroom w/No Fee! Pet-Friendly!,1,,https://boston.craigslist.org/gbs/apa/d/cambridge-cozy-modern-cambridge-bedroom/7430415017.html,2800
2022-01-08 17:52, (Medway metro west ),Cozy and Fresh 2 Bedroom in Medway,2,,https://boston.craigslist.org/bmw/apa/d/medway-cozy-and-fresh-bedroom-in-medway/7430410166.html,1950
2022-01-08 17:41, (South Boston boston/cambridge/brookline ),➽Charming South Boston/Seaport 2 Bedroom w/2 Balconies!,2,823.0,https://boston.craigslist.org/gbs/apa/d/boston-charming-south-boston-seaport/7430405376.html,3450
2022-01-08 17:23, (South End boston/cambridge/brookline ),➼Amazing South End Micro-Studio Available Now!,,249.0,https://boston.craigslist.org/gbs/apa/d/boston-amazing-south-end-micro-studio/7430398286.html,2035
2022-01-08 17:02, (Back Bay boston/cambridge/brookline ),♕Cozy Back Bay Studio w/All Utilities Included!,,209.0,https://boston.craigslist.org/gbs/apa/d/boston-cozy-back-bay-studio-all/7430388722.html,1700
2022-01-08 16:47, (Bay Village boston/cambridge/brookline ),➼Beautiful Bay Village 1 Bedroom w/HT & HW Included! No Fee!,1,,https://boston.craigslist.org/gbs/apa/d/boston-beautiful-bay-village-bedroom-ht/7430382015.html,2500
2022-01-08 16:44, (BRIGHTON/BROOKLINE boston/cambridge/brookline ),*VIDEO TOUR* TOP FLOOR OF 3 FAMILY *NO FEE* PRIVATE PORCH- 3/1,1,600.0,https://boston.craigslist.org/gbs/apa/d/brookline-video-tour-top-floor-of/7430380936.html,1750
2022-01-08 16:44, (Haverhill north shore ),1 bedroom apt for rent,1,675.0,https://boston.craigslist.org/nos/apa/d/haverhill-bedroom-apt-for-rent/7430380767.html,1325
2022-01-08 16:25, (4 Corners Woburn northwest/merrimack ),Everything Included - Private 1 BR Apartment  - Woburn Ma,1,650.0,https://boston.craigslist.org/nwb/apa/d/woburn-everything-included-private-br/7430372091.html,2000
2022-01-08 16:20, (Mattapan boston/cambridge/brookline ),Studio apartment,,,https://boston.craigslist.org/gbs/apa/d/mattapan-studio-apartment/7430369862.html,1100
2022-01-08 16:15, (Boston / Brookline boston/cambridge/brookline ),BEAUTIFULLY RENOVATED LARGE SHARED BATHROOM STUDIO! ALL UTILS INCLUDED,,,https://boston.craigslist.org/gbs/apa/d/boston-beautifully-renovated-large/7430367784.html,1250
2022-01-08 16:12, (Concord metro west ),"Light-Filled, Open Floor Plans, 2 Playgrounds, Free Outdoor Parking",2,975.0,https://boston.craigslist.org/bmw/apa/d/concord-light-filled-open-floor-plans/7430366359.html,1847
2022-01-08 16:04, (Sudbury MA metro west ),Apartment for rent,1,,https://boston.craigslist.org/bmw/apa/d/sudbury-apartment-for-rent/7430362367.html,1600
2022-01-08 15:55, (Jamaica Plain boston/cambridge/brookline ),NO FEE- February - GREAT DEAL for a FABULOUS APARTMENT!,2,,https://boston.craigslist.org/gbs/apa/d/jamaica-plain-no-fee-february-great/7430357461.html,2275
2022-01-08 15:52, (Quincy south shore ),North Quincy one bedroom,1,,https://boston.craigslist.org/sob/apa/d/quincy-north-quincy-one-bedroom/7430356206.html,1200
2022-01-08 15:51, (Downtown North Andover northwest/merrimack ),Updated sunny 1 bedroom with office,1,,https://boston.craigslist.org/nwb/apa/d/north-andover-updated-sunny-bedroom/7430355430.html,1600
2022-01-08 15:51," (Roslindale, MA boston/cambridge/brookline )","TOP Floor 2bd/1bth Newly Renovated & Spacious Apartment, CATS OK",2,900.0,https://boston.craigslist.org/gbs/apa/d/roslindale-top-floor-2bd-1bth-newly/7430355356.html,1975
2022-01-08 15:50, (Brighton boston/cambridge/brookline ),2bd/1ba - 2 Parking Spots INCLUDED & POOL,2,,https://boston.craigslist.org/gbs/apa/d/brighton-2bd-1ba-parking-spots-included/7430355212.html,2000
2022-01-08 15:49, (Newtonville metro west ),NEWTONVILLE 2 bedroom/den fireplace Avail. now,2,1550.0,https://boston.craigslist.org/bmw/apa/d/newtonville-newtonville-bedroom-den/7430354770.html,2800
2022-01-08 15:46, (Brighton boston/cambridge/brookline ),MASSIVE EXCLUSIVE CLEVELAND CIRCLE MODERN STUDIO MUST SEE 3/1,,,https://boston.craigslist.org/gbs/apa/d/brighton-massive-exclusive-cleveland/7430353443.html,1425
2022-01-08 15:33, (Jamaica Plain boston/cambridge/brookline ),3 BDR/1 bath Apartment in Jamaica plain $2400,3,,https://boston.craigslist.org/gbs/apa/d/roxbury-crossing-bdr-bath-apartment-in/7430346609.html,2400
2022-01-08 15:32, (Allston boston/cambridge/brookline ),NO FEE- STAINLESS STEEL- MUST SEE- FANTASTIC 4 BEDROOM with PORCH!,4,,https://boston.craigslist.org/gbs/apa/d/allston-no-fee-stainless-steel-must-see/7430346155.html,3000
2022-01-08 15:18, (Brighton boston/cambridge/brookline ),NO FEE - Balcony and Hardwood Floors - H/HW INCLUDED,2,,https://boston.craigslist.org/gbs/apa/d/brighton-no-fee-balcony-and-hardwood/7430339338.html,2295
2022-01-08 15:11, (Allston boston/cambridge/brookline ),Available for MARCH - 1 bed unit,1,,https://boston.craigslist.org/gbs/apa/d/allston-available-for-march-bed-unit/7430335740.html,1895
2022-01-08 15:05, (Brighton boston/cambridge/brookline ),NO FEE - VERY BRIGHT STUDIO!,,,https://boston.craigslist.org/gbs/apa/d/brighton-no-fee-very-bright-studio/7430332288.html,1595
2022-01-08 14:45, (Somerville - Union Square boston/cambridge/brookline ),Half Fee! Lovely 3 BR w/ Dining Room & Private Deck.,3,,https://boston.craigslist.org/gbs/apa/d/somerville-half-fee-lovely-br-dining/7430322048.html,2800
2022-01-08 13:27, (Halifax south shore ),Nice 1 Bedroom Apartment,1,,https://boston.craigslist.org/sob/apa/d/halifax-nice-bedroom-apartment/7430280682.html,1500
2022-01-08 13:25, (Quincy south shore ),Five minute walk to Quincy Center,2,900.0,https://boston.craigslist.org/sob/apa/d/quincy-five-minute-walk-to-quincy-center/7430279865.html,2000
2022-01-08 13:24, (Quincy south shore ),MODERN AND BRIGHT 2 BED,2,900.0,https://boston.craigslist.org/sob/apa/d/quincy-modern-and-bright-bed/7430279011.html,1950
2022-01-08 13:22, (Weymouth south shore ),Updated one bedroom in Weymouth,1,700.0,https://boston.craigslist.org/sob/apa/d/east-weymouth-updated-one-bedroom-in/7430278248.html,1750
2022-01-08 13:15, (Boston boston/cambridge/brookline ),"(((HARVARD SQ 2 Bed 1 Bath Charmer))) Heat, Hot Water INCL 3/1",2,,https://boston.craigslist.org/gbs/apa/d/cambridge-harvard-sq-bed-bath-charmer/7430274339.html,2600
2022-01-08 13:07, (Peabody north shore ),Looking for a lovely 2 Bed / 2 bath? Search no more! 1225 Sq Feet,2,1225.0,https://boston.craigslist.org/nos/apa/d/peabody-looking-for-lovely-bed-bath/7430269958.html,2550
2022-01-08 12:51, (WINCHESTER(close to Ctr) boston/cambridge/brookline ),**WINCHESTER**1 BED Plus in two family~~CEDAR CLOSET--Close to Ctr,1,,https://boston.craigslist.org/gbs/apa/d/winchester-winchester1-bed-plus-in-two/7430261278.html,1995
2022-01-08 12:51, (QUINCY south shore ),QUINCY KING SIZE ONE BEDROOM,1,,https://boston.craigslist.org/sob/apa/d/quincy-quincy-king-size-one-bedroom/7430261022.html,1700
2022-01-08 12:50, (WOBURN (Horn Pond) boston/cambridge/brookline ),WOBURN~~2 BED~two levels~W/D IN unit~~~Hardwood~~~FEB 1,2,,https://boston.craigslist.org/gbs/apa/d/woburn-woburn2-bedtwo-levelsw-in/7430260539.html,2100
2022-01-08 12:41, ( boston/cambridge/brookline ),Ball Square~1 BED + DEN~W/D in UNIT~Pets ok~Roof Deck~GYM ~FREE MONTH,1,,https://boston.craigslist.org/gbs/apa/d/west-medford-ball-square1-bed-denw-in/7430255788.html,3150
2022-01-08 12:38, (CENTRAL SQUARE CAMBRIDGE boston/cambridge/brookline ),(((HOT LOCATION))) (((Cambridge/Central Square 2 Bed 1 Bath))) 2/1,2,,https://boston.craigslist.org/gbs/apa/d/cambridge-hot-location-cambridge/7430253662.html,2200
2022-01-08 12:22, ( boston/cambridge/brookline ),**WAITLIST FOR 2022 MOVE IN DATES**TOURS AVAILABLE**CALL TODAY**,3,,https://boston.craigslist.org/gbs/apa/d/brookline-waitlist-for-2022-move-in/7430245041.html,4100
2022-01-08 12:21, ( boston/cambridge/brookline ),**WAITLIST FOR 2022 MOVE IN DATES**TOURS AVAILABLE**CALL TODAY**,3,,https://boston.craigslist.org/gbs/apa/d/brookline-waitlist-for-2022-move-in/7430244812.html,2300
2022-01-08 12:21, (Brookline boston/cambridge/brookline ),**LUXURIOUS 3BR AVAILABLE**NO BROKER FEE**IN PERSON TOURS AVAILABLE**,3,,https://boston.craigslist.org/gbs/apa/d/brookline-luxurious-3br-availableno/7430244547.html,4300
2022-01-08 12:20, (central sq Cambridge boston/cambridge/brookline ),(((SWEET DEAL!!!)))) (((Cambridge/Central Square 1 Bed 1Bath))) 2/1,1,,https://boston.craigslist.org/gbs/apa/d/cambridge-sweet-deal-cambridge-central/7430243800.html,2100
2022-01-08 12:15, (123 Bellevue RD #3 Lynn MA boston/cambridge/brookline ),Apartment for Rent $2700,3,,https://boston.craigslist.org/gbs/apa/d/lynn-apartment-for-rent-2700/7430241043.html,2700
2022-01-08 11:58, (Brookline boston/cambridge/brookline ),3 Bedroom Apartment In Brookline- March Move-In,3,,https://boston.craigslist.org/gbs/apa/d/brookline-bedroom-apartment-in/7430232107.html,3500
2022-01-08 11:46, (Brookline boston/cambridge/brookline ),2 Bedroom Brookline Apartment for February Move-In,2,,https://boston.craigslist.org/gbs/apa/d/brookline-village-bedroom-brookline/7430226251.html,2695
2022-01-08 11:36, (Roslindale boston/cambridge/brookline ),Roslindale Village 3Bed 1Bath,3,950.0,https://boston.craigslist.org/gbs/apa/d/roslindale-roslindale-village-3bed-1bath/7430220871.html,2400
2022-01-08 11:06, ( boston/cambridge/brookline ),IMPECCABLY FURNISHED PROPERTY! HT/HW..ELECTRICITY..CABLE/INTERNET INCL,1,,https://boston.craigslist.org/gbs/apa/d/waltham-impeccably-furnished-property/7430205381.html,2100
2022-01-08 10:57, (Lowell northwest/merrimack ),a room for rent,1,,https://boston.craigslist.org/nwb/apa/d/lowell-room-for-rent/7430200991.html,650
2022-01-08 10:57, (Downtown Lawrence northwest/merrimack ),Two bedroom  in convenient downtown location,2,755.0,https://boston.craigslist.org/nwb/apa/d/lawrence-two-bedroom-in-convenient/7430200748.html,1295
2022-01-08 10:54, ( boston/cambridge/brookline ),IMPECCABLY FURNISHED PROPERTY! HT/HW..ELECTRICITY..CABLE/INTERNET INCl,,,https://boston.craigslist.org/gbs/apa/d/waltham-impeccably-furnished-property/7430199212.html,1800
2022-01-08 10:47, (Malden north shore ),"Intersection of Broadway and Eastern Ave, Beautiful Yard, Easy Parking",2,,https://boston.craigslist.org/nos/apa/d/malden-intersection-of-broadway-and/7430196099.html,1800
2022-01-08 10:08, (Boston ~ South End boston/cambridge/brookline ),"NO FEE! Dwight St., Sunny 1BR, Heat Inc., Hdwd, Gas Cook, Avail NOW!",1,700.0,https://boston.craigslist.org/gbs/apa/d/boston-no-fee-dwight-st-sunny-1br-heat/7430179875.html,2600
2022-01-08 09:26, (weymouth south shore ),Abington /Weymouth /Marshfield,1,,https://boston.craigslist.org/sob/apa/d/cohasset-abington-weymouth-marshfield/7430163877.html,1800
2022-01-08 09:18, (Lawrence north shore ),Live Inspired at Pacific Mill Lofts. Call Today For A Personal Tour,2,1374.0,https://boston.craigslist.org/nos/apa/d/lawrence-live-inspired-at-pacific-mill/7430161448.html,1850
2022-01-08 09:16, (Lawrence north shore ),Dream Big. Live Well. Welcome Home to Pacific Mill Lofts,2,,https://boston.craigslist.org/nos/apa/d/lawrence-dream-big-live-well-welcome/7430160850.html,1850
2022-01-08 09:12, (Melrose north shore ),$2000.00/ 2 Bedroom Apartment 5 minute walk to downtown Melrose,2,1100.0,https://boston.craigslist.org/nos/apa/d/melrose-bedroom-apartment-minute-walk/7430159482.html,2000
2022-01-08 09:11, (stoughton near brockton canton easton avon randolph south shore ),2 bedroom in stoughton ma walk to center and commuter rail,2,800.0,https://boston.craigslist.org/sob/apa/d/stoughton-bedroom-in-stoughton-ma-walk/7430159235.html,2100
2022-01-08 08:22, (Beacon Hill boston/cambridge/brookline ),Beacon Hill 3 Bed at an UNBEATABLE Price,3,,https://boston.craigslist.org/gbs/apa/d/boston-beacon-hill-bed-at-an-unbeatable/7430145875.html,3250
2022-01-08 06:59," (Boston, MA boston/cambridge/brookline )","This beautiful 1 Bed, 1 Bath views of the North End/Boston Harbor/City",1,,https://boston.craigslist.org/gbs/apa/d/boston-this-beautiful-bed-bath-views-of/7430132652.html,2450
2022-01-08 06:29, (Franklin metro west ),"Bay window, Tile in kitchen and bath, Garage parking, Dog park",1,721.0,https://boston.craigslist.org/bmw/apa/d/franklin-bay-window-tile-in-kitchen-and/7430129764.html,2035
2022-01-08 06:27, (Franklin metro west ),"Pet friendly, Wood plank flooring, Business center, Oak cabinets",2,1000.0,https://boston.craigslist.org/bmw/apa/d/franklin-pet-friendly-wood-plank/7430129579.html,2375
2022-01-08 06:25, (Franklin metro west ),"Business center, Controlled access building, Pet friendly, Bay window",1,730.0,https://boston.craigslist.org/bmw/apa/d/franklin-business-center-controlled/7430129394.html,2095
2022-01-08 06:23, (Norwood south shore ),"Range, Washer and dryer, Tennis courts, Patio, Dog park",2,785.0,https://boston.craigslist.org/sob/apa/d/east-walpole-range-washer-and-dryer/7430129246.html,1919
2022-01-08 06:21, (Norwood south shore ),"Grey Vinyl Tile Flooring, Washer, Volleyball courts, Microwave, Patio",1,580.0,https://boston.craigslist.org/sob/apa/d/east-walpole-grey-vinyl-tile-flooring/7430129061.html,1648
2022-01-08 06:19, (Norwood south shore ),"Walk-In Closets, Laundry facilities, Stainless steel appliances, Heat",3,1210.0,https://boston.craigslist.org/sob/apa/d/east-walpole-walk-in-closets-laundry/7430128845.html,2838
2022-01-08 06:17, (Braintree south shore ),"Granite countertops, Trail, Bike, Hike, Jog, Walk-in closet, Elevator",1,1114.0,https://boston.craigslist.org/sob/apa/d/braintree-granite-countertops-trail/7430128650.html,2350
2022-01-08 06:15, (Braintree south shore ),"Walk-in closets, Stainless steel appliances, Breakfast bar, TVLounge",1,1014.0,https://boston.craigslist.org/sob/apa/d/braintree-walk-in-closets-stainless/7430128461.html,2151
2022-01-08 06:13, (Foxborough south shore ),"Built-in desk, 24-hour fitness center, Reserved parking spots, Pantry",1,715.0,https://boston.craigslist.org/sob/apa/d/foxboro-built-in-desk-24-hour-fitness/7430128259.html,2015
2022-01-08 06:11, (Foxborough south shore ),"Gas grilling areas, Dishwasher, Soaking tub, Self cleaning oven",1,715.0,https://boston.craigslist.org/sob/apa/d/foxboro-gas-grilling-areas-dishwasher/7430128105.html,2015
2022-01-08 06:09, (Tewksbury northwest/merrimack ),"Outdoor fireplace, Electric range, Detached garages available, Gate",1,936.0,https://boston.craigslist.org/nwb/apa/d/tewksbury-outdoor-fireplace-electric/7430127939.html,2071
2022-01-08 06:07, (Tewksbury northwest/merrimack ),"Private terrace and or balcony, Refrigerator, Built-in bookcase, Gate",2,1177.0,https://boston.craigslist.org/nwb/apa/d/tewksbury-private-terrace-and-or/7430127788.html,2503
2022-01-08 06:05, (Braintree south shore ),"Nest thermostat, Business center, Den/ office, Clubhouse, TVLounge",2,1801.0,https://boston.craigslist.org/sob/apa/d/braintree-nest-thermostat-business/7430127633.html,3599
2022-01-08 06:03, (Braintree south shore ),"Business center, Hardwood Floors, Tile backsplash, Vaulted ceiling",1,1308.0,https://boston.craigslist.org/sob/apa/d/braintree-business-center-hardwood/7430127477.html,2873
2022-01-08 06:01, (Woburn north shore ),"Linen Closets, Dens, Resident social activities, PlayGround, Lofts",2,1403.0,https://boston.craigslist.org/nos/apa/d/woburn-linen-closets-dens-resident/7430127295.html,2815
2022-01-08 05:59, (Boston boston/cambridge/brookline ),"Hardwood floors, Balcony, Stainless steel appliances, LED lighting",2,900.0,https://boston.craigslist.org/gbs/apa/d/boston-hardwood-floors-balcony/7430127130.html,5286
2022-01-08 05:57, (Boston boston/cambridge/brookline ),"Wood burning fireplace, Granite countertops, CoverPark, Elevator",1,724.0,https://boston.craigslist.org/gbs/apa/d/boston-wood-burning-fireplace-granite/7430126968.html,4134
2022-01-08 05:55, (Boston boston/cambridge/brookline ),"Furnished apartments available, Washer and dryer, Handicap accessible",2,1033.0,https://boston.craigslist.org/gbs/apa/d/boston-furnished-apartments-available/7430126815.html,5499
2022-01-08 05:52, (Waltham metro west ),"Wood plank flooring, Soaking tub, Catering kitchen with dining area",1,861.0,https://boston.craigslist.org/bmw/apa/d/waltham-wood-plank-flooring-soaking-tub/7430126658.html,2750
2022-01-09 19:52, ( north shore ),For rent,3,,https://boston.craigslist.org/nos/apa/d/lynn-for-rent/7430816647.html,2500
2022-01-09 19:49, (Lynn north shore ),$1550/1 Bdrm - 900 sq. ft.- Ocean View Luxury One Bedroom (Lynn),1,900.0,https://boston.craigslist.org/nos/apa/d/lynn-bdrm-sq-ft-ocean-view-luxury-one/7430816004.html,1550
2022-01-09 19:41, (Brighton boston/cambridge/brookline ),"Modern 2-bedroom first floor apartment at Harriet Street, Brighton",2,1078.0,https://boston.craigslist.org/gbs/apa/d/brighton-modern-bedroom-first-floor/7430813687.html,2450
2022-01-09 18:37, (Brighton boston/cambridge/brookline ),Spacious apartment in Brighton/ $1150 (utilities included),2,,https://boston.craigslist.org/gbs/apa/d/brighton-spacious-apartment-in-brighton/7430793341.html,1050
2022-01-09 15:43," (Salem, MA north shore )",Sunny 2 bed 2 Full Bath + Office,3,1410.0,https://boston.craigslist.org/nos/apa/d/salem-sunny-bed-full-bath-office/7430725737.html,2650
2022-01-09 15:39, (Lowell/Dracut line northwest/merrimack ),Skyline Estates,2,900.0,https://boston.craigslist.org/nwb/apa/d/lowell-skyline-estates/7430723792.html,1500
2022-01-09 15:36," (Franklin, MA metro west )",$1525 2br - Apt. in Franklin-Fantastic Location!,2,,https://boston.craigslist.org/bmw/apa/d/franklin-br-apt-in-franklin-fantastic/7430722390.html,1525
2022-01-09 15:13," (Somerville, MA boston/cambridge/brookline )",Great 1-Bed Exposed Bricks Porter Square PET FRIENDLY!,1,,https://boston.craigslist.org/gbs/apa/d/somerville-great-bed-exposed-bricks/7430712168.html,2000
